Ubicazione
ALZ NAVIGLIO GRANDE N. 146 ; (Z.D. 6)
VIA FAUCHE' GIOVANNI BATTISTA N. 24 ; (Z.D. 8)
VIA FAUCHE' GIOVANNI BATTISTA N. 37 (Z.D. 8)
VIA FAUCHE' GIOVANNI BATTISTA N. 38 ; (Z.D. 8)
VIA FAUCHE' GIOVANNI BATTISTA N. 40 ; (Z.D. 8)
VIA FAUCHE' GIOVANNI BATTISTA N. 8 ; (Z.D. 8)
VIA FAUCHE' GIOVANNI BATTISTA N. 9 ; (Z.D. 8)
VIA FELTRE N. 1 ; (Z.D. 3)
VIA FELTRE N. 27 (Z.D. 3)
VIA FELTRE N. 27 ; (Z.D. 3)
VIA FERABOLI ACHILLE N. 33 ; (Z.D. 5)
VIA FERABOLI ACHILLE N. 35 ; (Z.D. 5)
VIA FERMIGNANO NUM.003; (Z.D. 9)
VIA FERRARI GAUDENZIO N. 12 (Z.D. 1)
VIA FERRIERI ENZO N. 12 ; (Z.D. 7)
VIA FERRIERI ENZO N. 12 FERRIERI N.6; (Z.D. 7)
VIA FERRIERI ENZO N. 16 ; (Z.D. 7)
VIA FERRUCCI FRANCESCO N. 11 INGR. VIA IPPOLITO NIEVO; (Z.D. 8)
VIA FERRUCCI FRANCESCO N. 22 ; (Z.D. 8)
VIA FEZZAN N. 2 ; (Z.D. 6)
VIA FEZZAN N. 9 ; (Z.D. 6)
VIA FIAMMA GALVANO N. 36 ; (Z.D. 4)
VIA FIAMMA GALVANO N. 6 ; (Z.D. 4)
VIA FIAMMA GALVANO NUM.0151; (Z.D. 4)
VIA FILIPPINO DEGLI ORGANI N. 9 ; (Z.D. 4)
VIA FILZI FABIO N. 14 I PIANO; (Z.D. 2)
VIA FILZI FABIO N. 15 (Z.D. 2)
VIA FILZI FABIO N. 23 ; (Z.D. 2)
VIA FILZI FABIO N. 27 ; (Z.D. 2)
VIA FILZI FABIO N. 33 ; (Z.D. 2)
VIA FILZI FABIO N. 4 ; (Z.D. 2)
VIA FILZI FABIO N. 41 ; (Z.D. 2)
VIA FILZI FABIO N. 42 INT.CAS.G.F.; (Z.D. 2)
VIA FILZI FABIO N. 45 ; (Z.D. 2)
VIA FILZI FABIO N. 8 (Z.D. 2)
VIA FILZI FABIO N. 9 ; (Z.D. 2)
VIA FIUGGI N. 44 (Z.D. 9)
VIA FIUGGI N. 56 ; (Z.D. 9)
VIA FIUGGI NUM.0101; (Z.D. 9)
VIA FIUGGI NUM.0121; (Z.D. 9)
VIA FOGAZZARO ANTONIO N. 14 ; (Z.D. 4)
VIA FONSECA PIMENTEL ELEONORA N. 18 ; (Z.D. 2)
VIA FONTANA N. 18 ; (Z.D. 1)
VIA FONTANA N. 5 ; (Z.D. 1)
VIA FONTANELLI ACHILLE N. 10 ; (Z.D. 9)
VIA FOPPA VINCENZO N. 25 ; (Z.D. 6)
VIA FOPPA VINCENZO N. 40 ; (Z.D. 7)
VIA FOPPA VINCENZO N. 41 ; (Z.D. 6)
VIA FOPPA VINCENZO N. 52 ; (Z.D. 6)
VIA FOPPA VINCENZO N. 55 ; (Z.D. 6)
VIA FOPPA VINCENZO N. 58 PIANO RIALZATO; (Z.D. 6)
VIA FOPPA VINCENZO N. 9 ; (Z.D. 6)
VIA FORNARI PASQUALE N. 4 ; (Z.D. 7)
VIA FORNARI PASQUALE N. 44 ; (Z.D. 7)
VIA FORNI GEROLAMO N. 72 ; (Z.D. 9)
VIA FRA' CRISTOFORO N. 12 ; (Z.D. 5)
VIA FRACASTORO GIROLAMO N. 1 ; (Z.D. 2)
VIA FRANCHETTI RAIMONDO N. 2 (Z.D. 2)
VIA FRAPOLLI LUIGI N. 31 ; (Z.D. 4)
VIA FRAPOLLI LUIGI N. 31 P. RIALZATO; (Z.D. 4)
VIA FREIKOFEL N. 10 ; (Z.D. 4)
VIA FRESCOBALDI GEROLAMO N. 23 (Z.D. 3)
VIA FRISI PAOLO N. 10 ; (Z.D. 3)
VIA FRIULI N. 1 ; (Z.D. 4)
VIA FRIULI N. 15 ; (Z.D. 4)
VIA FRIULI N. 50 ; (Z.D. 4)
VIA FRIULI N. 51 ; (Z.D. 4)
VIA FRIULI N. 6 ; (Z.D. 4)
VIA FRIULI N. 61 (Z.D. 4)
VIA FRIULI N. 75 ; (Z.D. 4)
VIA FRIULI N. 77 ; (Z.D. 4)
VIA FRUGONI CARLO INNOCENZO N. 23 ; (Z.D. 9)
VIA GAFFURIO FRANCHINO N. 5 (Z.D. 3)
VIA GAFFURIO FRANCHINO N. 8 ; (Z.D. 3)
VIA GAIO N. 10 ; (Z.D. 3)
VIA GALENO CLAUDIO N. 6 ; (Z.D. 2)
VIA GALILEI GALILEO N. 6 PIANO 4; (Z.D. 2)
VIA GALLARATE N. 101 ; (Z.D. 8)
VIA GALLARATE N. 105 3^PIANO INT.APPARTAM.; (Z.D. 8)
VIA GALLARATE N. 131 ; (Z.D. 8)
VIA GALLARATE N. 42 (Z.D. 8)
VIA GALLARATE N. 80 ; (Z.D. 8)
VIA GALLI DINA N. 8 ; (Z.D. 9)
VIA GALLINA GIACINTO N. 1 (Z.D. 3)
VIA GALLINA GIACINTO N. 1 ; (Z.D. 3)
VIA GALLURA N. 1 ; (Z.D. 5)
VIA GALLURA N. 15 ; (Z.D. 5)
VIA GALVANI LUIGI N. 15 P.T.+SOPPALCO; (Z.D. 9)
VIA GAMBOLOITA N. 7 ; (Z.D. 4)
VIA GARIAN N. 18 (Z.D. 6)
VIA GARIAN N. 22 ; (Z.D. 6)
VIA GARIGLIANO N. 12 ; (Z.D. 9)
VIA GARIGLIANO N. 4 ; (Z.D. 9)
VIA GARIGLIANO N. 5 ; (Z.D. 9)
VIA GENTILI ALBERICO N. 1 ; (Z.D. 7)
VIA GESSI ROMOLO N. 34 (Z.D. 6)
VIA GESSI ROMOLO N. 48 ; (Z.D. 6)
VIA GESSI ROMOLO N. 48 CON INGRESSO V.FRA' BARTOLOMEO; (Z.D. 6)
VIA GHERARDINI GIOVANNI N. 2 ; (Z.D. 1)
VIA GIACOSA GIUSEPPE N. 50 ; (Z.D. 2)
VIA GIACOSA GIUSEPPE N. 57 ; (Z.D. 2)
VIA GIAMBELLINO N. 110 (Z.D. 6)
VIA GIAMBELLINO N. 110 ; (Z.D. 6)
VIA GIAMBELLINO N. 128 (Z.D. 6)
VIA GIAMBELLINO N. 130 ; (Z.D. 6)
VIA GIAMBELLINO N. 15 ; (Z.D. 6)
VIA GIAMBELLINO N. 150 (Z.D. 6)
VIA GIAMBELLINO N. 41 INGR.VIA TITO VIGNOLI; (Z.D. 6)
VIA GIAMBELLINO N. 42 (Z.D. 6)
VIA GIAMBELLINO N. 5 (Z.D. 6)
VIA GIAMBELLINO N. 5 4 PIANO INTERNO PALESTRA; (Z.D. 6)
VIA GIAMBELLINO N. 50 ; (Z.D. 6)
VIA GIAMBELLINO N. 64 ; (Z.D. 6)
VIA GIAMBELLINO N. 71 ; (Z.D. 6)
VIA GIAMBELLINO NUM.041A; (Z.D. 6)
VIA GIAMBELLINO NUM.120; (Z.D. 6)
VIA GIAMBELLINO NUM.131; (Z.D. 6)
VIA GIARDINO GAETANO N. 1 ; (Z.D. 1)
VIA GIGANTE GIACINTO N. 5 ; (Z.D. 7)
VIA GIOIA MELCHIORRE N. 123 ; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 123 I PIANO SUB 9; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 131 ; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 135 (Z.D. 2)
VIA GIOIA MELCHIORRE N. 139 ; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 43 ; (Z.D. 9)
VIA GIOIA MELCHIORRE N. 55 (Z.D. 2)
VIA GIOIA MELCHIORRE N. 55B (Z.D. 2)
VIA GIOIA MELCHIORRE N. 63 ; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 71 ; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 71 PIANO INTERRATO; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 77 ; (Z.D. 2)
VIA GIOIA MELCHIORRE N. 77 LATO VIA MUZIO; (Z.D. 2)
VIA GIOIA MELCHIORRE NUM.055A; (Z.D. 2)
VIA GIOVANNI DA PROCIDA N. 28 ; (Z.D. 8)
VIA GIOVANNI DA PROCIDA N. 5 ; (Z.D. 8)
VIA GIOVANNI DA PROCIDA N. 7 ; (Z.D. 8)
VIA GIOVIO PAOLO N. 19 ; (Z.D. 7)
VIA GIOVIO PAOLO N. 4 ; (Z.D. 7)
VIA GIOVIO PAOLO N. 45 ; (Z.D. 7)
VIA GIOVIO PAOLO N. 8 ; (Z.D. 7)
VIA GIUBA N. 28 ; (Z.D. 2)
VIA GIUSTI GIUSEPPE N. 28 ; (Z.D. 1)
VIA GLUCK CRISTOFORO N. 5 (Z.D. 2)
VIA GLUCK CRISTOFORO N. 5 ; (Z.D. 2)
VIA GNOCCHI DON CARLO NUM.033; (Z.D. 7)
VIA GOLA EMILIO N. 1 ; (Z.D. 6)
VIA GOLA EMILIO NUM.0162; (Z.D. 6)
VIA GOLDONI CARLO N. 77 ; (Z.D. 6)
VIA GOLFO DEGLI ARANCI N. 15 ; (Z.D. 2)
VIA GONZAGA MAURIZIO N. 2 ; (Z.D. 1)
VIA GONZAGA MAURIZIO N. 4 ; (Z.D. 1)
VIA GONZAGA MAURIZIO N. 6 ; (Z.D. 1)
VIA GORKI MASSIMO N. 10 ; (Z.D. 6)
VIA GOVONE GIUSEPPE N. 19 ; (Z.D. 8)
VIA GOVONE GIUSEPPE N. 28 ; (Z.D. 8)
VIA GOVONE GIUSEPPE N. 29 P.T.; (Z.D. 8)
VIA GOVONE GIUSEPPE N. 56 ; (Z.D. 8)
VIA GOVONE GIUSEPPE N. 67 ; (Z.D. 8)
VIA GOVONE GIUSEPPE N. 94 ; (Z.D. 8)
VIA GOVONE GIUSEPPE N. 96 ; (Z.D. 8)
VIA GOZZANO GUIDO N. 4 ; (Z.D. 3)
VIA GOZZI GASPARE N. 4 ; (Z.D. 3)
VIA GOZZOLI BENOZZO N. 130 INT. IPERCOOP LA TORRE; (Z.D. 7)
VIA GRAN SAN BERNARDO N. 4 ; (Z.D. 8)
VIA GRASSELLI ANNIBALE N. 19 ; (Z.D. 4)
VIA GRATOSOGLIO N. 42 ; (Z.D. 5)
VIA GRAZIANO IMPERATORE N. 41 ; (Z.D. 9)
VIA GRAZIOLI DON BARTOLOMEO N. 10 ; (Z.D. 9)
VIA GRAZIOLI DON BARTOLOMEO N. 4 ; (Z.D. 9)
VIA GREPPI MARCO N. 8 ; (Z.D. 4)
VIA GRIGNA N. 12 ; (Z.D. 8)
VIA GRIGNA N. 15 ; (Z.D. 8)
VIA GRIGNA N. 9 (Z.D. 8)
VIA GRIOLI DON GIOVANNI N. 30 ; (Z.D. 9)
VIA GRIZIOTTI GIACOMO N. 4 (Z.D. 8)
VIA GROSOTTO N. 1 ; (Z.D. 8)
VIA GROSOTTO N. 5 CON INGRESSO VIA TRAIANO 74; (Z.D. 8)
VIA GROSOTTO N. 7 PIANO TERRA; (Z.D. 8)
VIA GROSSI TOMMASO N. 1 INT. PARK HYATT HOTEL; (Z.D. 1)
VIA GROSSI TOMMASO N. 10 ; (Z.D. 1)
VIA GROSSICH ANTONIO N. 11 ; (Z.D. 3)
VIA GROSSICH ANTONIO N. 17 ; (Z.D. 3)
VIA GROSSICH ANTONIO N. 2 (ANGOLO VIA E. BASSINI) (Z.D. 3)
VIA GROSSICH ANTONIO N. 2 ; (Z.D. 3)
VIA GROSSICH ANTONIO N. 2 INGRESSO VIA BASSINI; (Z.D. 3)
VIA GUICCIARDINI FRANCESCO N. 10 ; (Z.D. 9)
VIA GUINTELLINO GUGLIELMO N. 13 ; (Z.D. 6)
VIA GULLI TOMMASO N. 54 ; (Z.D. 7)
VIA HAYEZ FRANCESCO N. 13 ; (Z.D. 3)
VIA HERMADA N. 1 ; (Z.D. 9)
VIA HERMADA N. 4 ; (Z.D. 9)
VIA HERMADA N. 8 ; (Z.D. 9)
VIA HUGO VICTOR N. 2 ; (Z.D. 1)
VIA ILLIRICO N. 11 (Z.D. 3)
VIA ILLIRICO N. 6 ; (Z.D. 3)
VIA IMBONATI CARLO N. 21 (Z.D. 9)
VIA IMBONATI CARLO N. 21 ; (Z.D. 9)
VIA IMBONATI CARLO N. 24 ; (Z.D. 9)
VIA IMBONATI CARLO N. 35 I PIANO; (Z.D. 9)
VIA IMBONATI CARLO N. 51 ; (Z.D. 9)
VIA IMBONATI CARLO N. 6 ; (Z.D. 9)
VIA IMBONATI CARLO N. 61 (Z.D. 9)
VIA IMBONATI CARLO N. 75 ; (Z.D. 9)
VIA IMBONATI CARLO N. 89 ; (Z.D. 9)
VIA IMPERIA N. 11 ; (Z.D. 5)
VIA INAMA VIRGILIO N. 1 ; (Z.D. 3)
VIA INAMA VIRGILIO N. 10 ; (Z.D. 3)
VIA INAMA VIRGILIO N. 25 VIA INAMA 25 (Z.D. 3)
VIA INGANNI ANGELO N. 2 ; (Z.D. 6)
VIA INGANNI ANGELO N. 27 (Z.D. 6)
VIA INGANNI ANGELO N. 48 ; (Z.D. 6)
VIA INGANNI ANGELO N. 54 ; (Z.D. 6)
VIA INGANNI ANGELO N. 64 ; (Z.D. 6)
VIA INGANNI ANGELO N. 7 ; (Z.D. 6)
VIA INGANNI ANGELO N. 77 ; (Z.D. 6)
VIA INGANNI ANGELO N. 83 ; (Z.D. 6)
VIA INGEGNOLI FRANCESCO N. 2 ; (Z.D. 3)
VIA ISERNIA N. 5 INTERNO M.C.C. QT8; (Z.D. 8)
VIA ISIMBARDI INNOCENZO N. 27 (Z.D. 5)
VIA ISIMBARDI INNOCENZO N. 4 ; (Z.D. 5)
VIA JACOPINO DA TRADATE N. 13 ; (Z.D. 8)
VIA JACOPINO DA TRADATE N. 16 ; (Z.D. 8)
VIA JACOPO DAL VERME N. 5 ; (Z.D. 9)
VIA JAN GIORGIO N. 3 ; (Z.D. 3)
VIA JAN GIORGIO N. 6 (Z.D. 3)
VIA JAN GIORGIO N. 6 ; (Z.D. 3)
VIA KORISTKA FRANCESCO N. 17 ; (Z.D. 8)
VIA KORISTKA FRANCESCO N. 2 ; (Z.D. 8)
VIA KRAMER ANTONIO N. 13 ; (Z.D. 3)
VIA KRAMER ANTONIO N. 20 ; (Z.D. 3)
VIA KRAMER ANTONIO N. 23 ; (Z.D. 3)
VIA KRAMER ANTONIO N. 33 PIANO I; (Z.D. 3)
VIA LAGRANGE GIUSEPPE N. 1 IN SEMINTERRATO; (Z.D. 5)
VIA LAGRANGE GIUSEPPE N. 1 PIANO RIALZATO; (Z.D. 5)
VIA LAGRANGE GIUSEPPE N. 13 ; (Z.D. 5)
VIA LAGRANGE GIUSEPPE N. 15 ; (Z.D. 5)
VIA LAGRANGE GIUSEPPE N. 3 ; (Z.D. 5)
VIA LAMARMORA ALFONSO N. 22 ; (Z.D. 1)
VIA LAMARMORA ALFONSO N. 36 ; (Z.D. 1)
VIA LAMARMORA ALFONSO N. 40A (Z.D. 1)
VIA LAMBRATE N. 24 ; (Z.D. 3)
VIA LAMBRATE N. 5 ; (Z.D. 3)
VIA LAMBRO N. 9 ; (Z.D. 3)
VIA LAMPUGNANO N. 175 ; (Z.D. 8)
VIA LANINO BERNARDINO N. 11 ; (Z.D. 6)
VIA LANINO BERNARDINO N. 9 ; (Z.D. 6)
VIA LARGA N. 16 ; (Z.D. 1)
VIA LARGA N. 2 ; (Z.D. 1)
VIA LARIO N. 30 ; (Z.D. 9)
VIA LARIO N. 54 ; (Z.D. 9)
VIA LARIO N. 9 ; (Z.D. 9)
VIA LARIO NUM.013A; (Z.D. 9)
VIA LASSALLE FERDINANDO N. 5 (Z.D. 5)
VIA LASSALLE FERDINANDO N. 7 ; (Z.D. 5)
VIA LATTANZIO N. 72 ; (Z.D. 4)
VIA LAZZARETTO N. 2 (Z.D. 3)
VIA LAZZARETTO N. 2 ; (Z.D. 3)
VIA LAZZARETTO N. 3 ANGOLO P.CASTALDI (Z.D. 2)
VIA LAZZARETTO N. 7 ; (Z.D. 2)
VIA LAZZARONI GIUSEPPINA N. 10 ; (Z.D. 2)
VIA LECCO N. 12 (Z.D. 3)
VIA LECCO N. 12 ; (Z.D. 3)
VIA LECCO N. 22 ; (Z.D. 3)
VIA LECCO N. 4 (Z.D. 3)
VIA LECCO N. 5 (Z.D. 3)
VIA LECCO N. 6 (Z.D. 3)
VIA LEGNANO N. 6 (Z.D. 1)
VIA LEGNONE N. 19 ; (Z.D. 9)
VIA LEGNONE N. 20 (Z.D. 9)
VIA LEGNONE N. 45 ; (Z.D. 9)
VIA LEGNONE N. 99 ; (Z.D. 9)
VIA LENTASIO N. 8 (Z.D. 1)
VIA LEONCAVALLO RUGGERO N. 12 (Z.D. 3)
VIA LEONCAVALLO RUGGERO N. 33 ; (Z.D. 2)
VIA LEOPARDI GIACOMO N. 26 ; (Z.D. 1)
VIA LEOPARDI GIACOMO N. 7 ; (Z.D. 1)
VIA LEPETIT ROBERTO N. 29 (Z.D. 2)
VIA LEPONTINA N. 11 ; (Z.D. 9)
VIA LEPONTINA N. 12 ; (Z.D. 9)
VIA LEPONTINA N. 13 (Z.D. 9)
VIA LEPONTINA N. 2 VIA LEPONTINA 2 (Z.D. 9)
VIA LESSONA MICHELE N. 1 ; (Z.D. 8)
VIA LESSONA MICHELE N. 2 ; (Z.D. 8)
VIA LESSONA MICHELE N. 48 ; (Z.D. 8)
VIA LESSONA MICHELE N. 57 ; (Z.D. 8)
VIA LIPARI N. 4 ; (Z.D. 7)
VIA LIPPI FILIPPINO N. 10 ; (Z.D. 3)
VIA LISCATE N. 2 ; (Z.D. 2)
VIA LITTA MODIGNANI ALESSANDRO N. 7 ; (Z.D. 9)
VIA LITTA MODIGNANI ALESSANDRO PER RETTIFICA TOPONOMASTICA NUM.099C; (Z.D. 9)
VIA LITTA POMPEO N. 2 (Z.D. 1)
VIA LIVIGNO N. 18 ; (Z.D. 9)
VIA LIVIGNO N. 6A (Z.D. 9)
VIA LODOVICO IL MORO N. 13 1 LOCALE; (Z.D. 6)
VIA LODOVICO IL MORO N. 149 ; (Z.D. 6)
VIA LODOVICO IL MORO N. 169 ; (Z.D. 6)
VIA LODOVICO IL MORO N. 179 (Z.D. 6)
VIA LODOVICO IL MORO N. 3 (Z.D. 6)
VIA LODOVICO IL MORO N. 59 ; (Z.D. 6)
VIA LODOVICO IL MORO N. 61 (Z.D. 6)
VIA LODOVICO IL MORO N. 61 MILANO (Z.D. 6)
VIA LODOVICO IL MORO N. 93 ; (Z.D. 6)
VIA LODOVICO IL MORO NUM.093A; (Z.D. 6)
VIA LOMAZZO PAOLO N. 13 VEDERE RAPP. USSL; (Z.D. 8)
VIA LOMAZZO PAOLO N. 15 (Z.D. 8)
VIA LOMAZZO PAOLO N. 15 ; (Z.D. 8)
VIA LOMAZZO PAOLO N. 16 ; (Z.D. 8)
VIA LOMAZZO PAOLO N. 2 ; (Z.D. 1)
VIA LOMAZZO PAOLO N. 45 IN PROFUMERIA; (Z.D. 8)
VIA LOMAZZO PAOLO N. 6 ; (Z.D. 8)
VIA LOMBARDINI ELIA N. 12 ; (Z.D. 6)
VIA LOMBARDINI ELIA N. 4 ; (Z.D. 6)
VIA LOMBROSO CESARE N. 20 ; (Z.D. 4)
VIA LOMBROSO CESARE N. 54 ; (Z.D. 4)
VIA LOMELLINA N. 23 ; (Z.D. 4)
VIA LOMELLINA N. 26 (Z.D. 4)
VIA LOMELLINA N. 48 ; (Z.D. 4)
VIA LOMELLINA N. 5 ; (Z.D. 4)
VIA LOMELLINA N. 56 ; (Z.D. 4)
VIA LONGARONE NUM.018; (Z.D. 8)
VIA LONGHENA BALDASSARE N. 16 ; (Z.D. 4)
VIA LOPEZ SABATINO N. 3 ; (Z.D. 8)
VIA LORENTEGGIO N. 124 ; (Z.D. 6)
VIA LORENTEGGIO N. 141 ; (Z.D. 6)
VIA LORENTEGGIO N. 143 ; (Z.D. 6)
VIA LORENTEGGIO N. 157 ; (Z.D. 6)
VIA LORENTEGGIO N. 157 PIANO RIALZATO; (Z.D. 6)
VIA LORENTEGGIO N. 163 (Z.D. 6)
VIA LORENTEGGIO N. 174 ; (Z.D. 6)
VIA LORENTEGGIO N. 181 ; (Z.D. 6)
VIA LORENTEGGIO N. 201 ; (Z.D. 6)
VIA LORENTEGGIO N. 234 ; (Z.D. 6)
VIA LORENTEGGIO N. 236 ; (Z.D. 6)
VIA LORENTEGGIO N. 30 ; (Z.D. 6)
VIA LORENTEGGIO N. 38 ; (Z.D. 6)
VIA LORENTEGGIO N. 43 ; (Z.D. 6)
VIA LORENTEGGIO N. 62 ; (Z.D. 6)
VIA LORENZO DI CREDI N. 10 ; (Z.D. 7)
VIA LORENZO DI CREDI N. 6 ; (Z.D. 7)
VIA LORIA MOISE' N. 34 ; (Z.D. 6)
VIA LORIA MOISE' N. 76 ; (Z.D. 7)
VIA LOSANNA N. 14 ; (Z.D. 8)
VIA LOSANNA N. 36 ; (Z.D. 8)
VIA LOSANNA N. 5 ; (Z.D. 8)
VIA LOVANIO N. 10 ; (Z.D. 1)
VIA LUINI BERNARDINO N. 7 ; (Z.D. 1)
VIA LUINI BERNARDINO N. 9 ; (Z.D. 1)
VIA LULLI GIOVANNI N. 1 (Z.D. 3)
VIA LULLI GIOVANNI N. 1 ; (Z.D. 3)
VIA LULLI GIOVANNI N. 32 ; (Z.D. 3)
VIA LULLI GIOVANNI N. 5 ; (Z.D. 3)
VIA LUTERO MARTINO N. 4 ; (Z.D. 2)
VIA MAC MAHON N. 1 ; (Z.D. 8)
VIA MAC MAHON N. 1 CON INGRESSO VIA CUCCHIARI; (Z.D. 8)
VIA MAC MAHON N. 107 ; (Z.D. 8)
VIA MAC MAHON N. 111 ; (Z.D. 8)
VIA MAC MAHON N. 12 ; (Z.D. 8)
VIA MAC MAHON N. 30 ; (Z.D. 8)
VIA MAC MAHON N. 32 (Z.D. 8)
VIA MAC MAHON N. 75 ; (Z.D. 8)
VIA MAC MAHON N. 79 ; (Z.D. 8)
VIA MAC MAHON N. 87 ; (Z.D. 8)
VIA MACCHI MAURO N. 4 ; (Z.D. 2)
VIA MACCHI MAURO N. 72 ; (Z.D. 2)
VIA MADDALENA N. 1 PIANO TERRENO E PRIMO PIANO; (Z.D. 1)
VIA MADERNA BRUNO N. 2 ; (Z.D. 4)
VIA MADERNA BRUNO N. 2 INGR.DA VIA MECENATE; (Z.D. 4)
"VIA MADERNA BRUNO N. 2 VIA MADERNA, 2 - MILANO (Z.D. 4)"
VIA MADONNINA N. 13 ; (Z.D. 1)
VIA MADONNINA N. 15 ; (Z.D. 1)
VIA MAESTRI CAMPIONESI N. 4 ; (Z.D. 4)
VIA MAFFEI ANDREA N. 15 ; (Z.D. 4)
VIA MAFFEI ANDREA N. 20 ; (Z.D. 4)
VIA MAFFI CARDINALE PIETRO N. 1 ; (Z.D. 9)
VIA MAFFUCCI ANGIOLO N. 24 ; (Z.D. 9)
VIA MAFFUCCI ANGIOLO N. 70 ; (Z.D. 9)
VIA MAGGI CARLO MARIA NUM.003; (Z.D. 1)
VIA MAGNASCO ALESSANDRO N. 1 ; (Z.D. 7)
VIA MAINONI D'INTIGNANO LUIGI N. 1 ; (Z.D. 9)
VIA MAIOCCHI ACHILLE N. 15 ; (Z.D. 3)
VIA MAIOCCHI ACHILLE N. 31 ; (Z.D. 3)
VIA MAIOCCHI ACHILLE N. 8 4Ø PIANO; (Z.D. 3)
VIA MAIOCCHI ACHILLE N. 8 PRIMO PIANO; (Z.D. 3)
VIA MALPIGHI MARCELLO N. 3 ; (Z.D. 3)
VIA MALPIGHI MARCELLO N. 8 ; (Z.D. 3)
VIA MAMBRETTI ANTONIO N. 17 ; (Z.D. 8)
VIA MAMBRETTI ANTONIO N. 25 (Z.D. 8)
VIA MAMBRETTI ANTONIO N. 25 ; (Z.D. 8)
VIA MAMBRETTI ANTONIO N. 40 ; (Z.D. 8)
VIA MAMBRETTI ANTONIO N. 5 ; (Z.D. 8)
VIA MAMELI GOFFREDO N. 46 (Z.D. 4)
VIA MAMELI GOFFREDO N. 48 ; (Z.D. 4)
VIA MAMIANI TERENZIO N. 10 ; (Z.D. 2)
VIA MANGIAGALLI LUIGI N. 5 ; (Z.D. 3)
VIA MANIN DANIELE N. 3 ; (Z.D. 1)
VIA MANTEGNA ANDREA N. 2 ; (Z.D. 8)
"VIA MANTOVA N. 13 VIA MANTOVA, 13 - MILANO (Z.D. 5)"
VIA MANTOVA N. 15 ; (Z.D. 5)
VIA MANTOVA N. 2 ; (Z.D. 5)
VIA MANTOVA N. 3 (Z.D. 5)
VIA MANUZIO ALDO N. 6 (Z.D. 2)
VIA MANZONI ALESSANDRO N. 16 ; (Z.D. 1)
VIA MANZONI ALESSANDRO N. 31 (Z.D. 1)
VIA MANZONI ALESSANDRO N. 39 ; (Z.D. 1)
VIA MARCELLO BENEDETTO N. 10 (Z.D. 3)
VIA MARCELLO BENEDETTO N. 20 (Z.D. 3)
VIA MARCELLO BENEDETTO N. 77 ; (Z.D. 3)
VIA MARCELLO BENEDETTO N. 91 ; (Z.D. 3)
VIA MARCHESI POMPEO N. 41 (Z.D. 7)
VIA MARCHIONNI CARLOTTA N. 23 ; (Z.D. 9)
VIA MARCHIONNI CARLOTTA N. 3 ; (Z.D. 9)
VIA MARCIANO N. 12 ; (Z.D. 4)
VIA MARCIANO N. 7 ; (Z.D. 4)
VIA MARCO AURELIO N. 8 ; (Z.D. 2)
VIA MARCO D'AGRATE N. 14 (Z.D. 5)
VIA MARCO D'AGRATE N. 15 ; (Z.D. 5)
VIA MARCO D'AGRATE N. 25 ; (Z.D. 5)
VIA MARCO D'AGRATE N. 6 ; (Z.D. 5)
VIA MARCO D'OGGIONO N. 10 ; (Z.D. 1)
VIA MARCO D'OGGIONO N. 2 ; (Z.D. 1)
VIA MARCONA N. 53 ; (Z.D. 4)
VIA MARCONA N. 70 ; (Z.D. 4)
VIA MARCONA N. 90 (Z.D. 4)
VIA MARCONA N. 90 ; (Z.D. 4)
VIA MARESCALCHI FERDINANDO N. 11 ; (Z.D. 3)
VIA MARGHERA N. 10 ; (Z.D. 7)
VIA MARGHERA N. 14 ; (Z.D. 7)
VIA MARGHERA N. 18 ; (Z.D. 7)
VIA MARIANI POMPEO N. 4 (Z.D. 2)
VIA MARINETTI FILIPPO TOMMASO N. 2 ; (Z.D. 2)
VIA MAROCCO PIETRO N. 10 ; (Z.D. 2)
VIA MAROCCO PIETRO N. 17 ; (Z.D. 2)
VIA MAROCHETTI CARLO N. 19 ; (Z.D. 4)
VIA MAROCHETTI CARLO N. 21 ; (Z.D. 4)
VIA MAROCHETTI CARLO N. 9 ; (Z.D. 4)
VIA MARONCELLI PIETRO N. 19 (Z.D. 9)
VIA MARONCELLI PIETRO N. 2 ; (Z.D. 9)
VIA MARSALA N. 2 ; (Z.D. 1)
VIA MARSALA N. 9 ; (Z.D. 1)
VIA MARTINENGO FRANCESCO N. 2 ; (Z.D. 4)
VIA MARTINETTI PIERO N. 31 ; (Z.D. 7)
VIA MARTIRI OSCURI N. 3 ; (Z.D. 2)
VIA MARTIRI TRIESTINI N. 3 ; (Z.D. 7)
VIA MARX CARLO N. 18 ; (Z.D. 7)
VIA MASACCIO N. 19 INTERNO GRAND HOTEL; (Z.D. 8)
VIA MASACCIO N. 3 ; (Z.D. 8)
VIA MASCHERONI LORENZO N. 14 (Z.D. 1)
VIA MASCHERONI LORENZO N. 20 (Z.D. 1)
VIA MASCHERONI LORENZO N. 22 ; (Z.D. 1)
VIA MASOLINO DA PANICALE N. 12 ; (Z.D. 8)
